Temperature,Humidity(%),WindSpeed,Rainfall(mm),AirPressure
26.79,72,6.09,7.37,1031.43
31.88,49,4.73,5.93,1021.7
36.66,83,8.01,0.16,1008.72
32.1,81,6.85,4.97,1004.64
12.11,37,8.74,0.04,1016.45
16.04,29,6.61,3.93,1017.28
20.63,26,18.12,0.48,1006.55
25.18,93,14.62,14.19,1005.73
28.62,89,12.65,2.45,1017.2
19.92,23,17.91,5.17,1013.93
26.31,59,4.98,0.5,1025.14
19.71,29,5.23,0.7,1008.25
20.72,45,7.22,0.34,1024.72
15.15,74,0.0,1.52,1023.22
18.54,89,8.63,4.58,1011.9
15.54,48,11.01,0.85,1001.57
18.17,58,11.34,2.04,1021.67
32.38,72,8.44,1.34,1010.69
18.35,70,8.16,0.13,1030.68
43.43,42,8.57,14.55,1021.41
28.45,75,11.56,3.6,1007.46
26.29,80,9.89,3.54,1012.76
18.99,56,11.29,0.42,1015.32
29.9,24,12.71,3.04,1008.8
20.97,88,6.73,4.2,1023.97
25.85,25,10.23,1.55,1012.74
42.92,39,13.93,13.04,1006.34
24.33,89,3.72,1.1,1006.09
33.04,47,13.28,0.6,1029.14
20.08,95,11.63,16.22,1022.33
24.76,52,5.41,1.62,1000.08
37.4,33,6.92,6.78,1014.12
20.61,51,17.21,1.38,1009.08
37.69,55,1.64,9.75,1024.45
29.95,41,14.82,0.11,1014.67
21.06,84,11.21,5.46,1029.99
29.43,31,11.0,0.98,1018.49
31.81,73,3.34,0.76,1020.48
29.35,25,17.21,0.75,1016.07
14.01,33,16.48,0.42,995.18
19.91,100,0.54,19.46,1011.28
23.27,51,5.19,2.72,1012.97
24.48,79,7.91,16.32,1004.42
29.34,68,7.21,0.43,1003.24
26.24,43,14.06,0.34,1011.23
15.65,58,4.75,17.7,1031.29
27.66,86,11.26,8.28,1023.31
29.27,99,9.78,1.51,1006.61
28.92,43,13.8,4.15,1006.14
32.57,99,12.75,1.34,996.66
30.84,93,4.23,2.78,1014.68
28.21,37,19.6,12.0,1016.52
24.51,31,13.15,5.79,1023.09
13.37,41,13.24,0.44,1016.41
28.01,58,8.05,3.78,1011.37
26.45,72,13.16,11.65,1028.03
26.9,74,16.96,25.97,1020.79
16.06,38,12.17,19.65,1020.67
17.43,78,12.35,1.6,1007.06
32.37,85,10.72,8.14,1017.28
24.72,41,11.56,1.94,1016.92
29.77,34,11.31,4.52,1030.51
25.2,74,6.44,4.79,1018.68
25.21,23,0.0,6.87,1020.23
31.57,97,10.96,2.32,1003.96
21.39,83,7.09,10.7,1004.25
25.67,24,10.54,1.76,1014.67
21.76,58,8.54,1.48,1006.21
21.96,44,8.71,2.41,998.26
22.84,91,13.6,7.36,1005.86
26.55,52,4.69,1.39,1012.63
21.65,59,5.54,8.34,1022.68
33.79,52,13.63,1.04,1018.47
18.74,95,15.57,2.25,1026.2
23.69,62,9.88,3.61,1027.4
21.92,34,10.34,5.99,1015.51
35.13,79,7.44,13.32,1006.77
26.38,44,12.3,2.75,1008.36
32.22,68,4.87,16.18,1011.56
14.6,84,13.23,9.66,1022.09
26.87,57,2.69,8.17,1019.37
31.23,26,9.71,6.34,1018.21
25.58,34,6.94,0.88,1034.79
32.46,58,21.11,1.03,1013.08
21.38,51,12.81,2.79,1017.44
34.87,91,12.11,2.86,999.31
41.09,68,5.93,3.72,1009.06
22.46,49,10.08,11.16,1026.89
21.88,85,11.89,0.66,1012.68
35.17,65,13.75,2.95,1000.12
36.06,70,13.98,7.04,1016.93
21.34,98,15.18,0.35,1013.05
22.06,79,8.6,11.35,1002.0
23.03,61,10.37,1.22,1016.83
15.59,63,12.38,7.24,1007.25
18.57,25,11.77,1.26,1010.19
17.97,42,9.68,0.9,1014.9
19.63,67,10.13,0.03,1013.37
24.76,76,11.47,0.25,1011.63
26.64,87,0.0,4.19,1019.21
35.85,79,8.07,6.1,1028.55
18.01,61,15.59,2.18,1000.54
31.89,64,10.65,1.82,1010.63
23.5,24,14.23,3.36,1026.2
24.65,36,4.44,0.44,1002.72
29.72,40,5.63,8.96,1013.02
17.14,54,2.37,4.15,1010.56
27.68,80,11.1,1.22,1003.86
26.17,71,0.36,6.13,1003.31
28.45,39,9.02,1.45,998.23
27.02,27,7.24,0.9,1006.67
42.19,45,8.84,1.22,1006.36
20.54,20,10.28,0.39,1011.17
21.28,78,10.88,1.85,1012.93
20.64,44,2.85,8.13,991.07
21.11,24,3.71,3.88,1023.43
20.54,45,19.08,5.76,1004.88
33.32,55,0.0,2.68,1011.15
34.94,26,15.02,2.89,1001.57
21.0,27,24.06,0.84,986.07
19.17,41,9.68,14.89,1019.46
28.3,27,18.53,4.78,1017.27
21.13,45,17.39,1.6,1015.55
29.43,52,13.16,8.49,1011.11
26.42,62,9.1,5.21,1023.13
14.39,39,6.5,6.99,1011.31
35.83,91,15.35,0.38,1015.61
37.57,21,12.99,11.55,1017.7
20.71,63,8.07,2.94,1016.57
22.29,44,13.87,6.39,1032.39
27.0,87,7.45,7.34,994.34
27.34,86,10.31,0.76,1011.98
29.61,60,6.47,1.68,1037.07
39.07,70,2.81,1.17,1014.7
23.76,39,14.6,10.27,993.5
19.41,44,6.89,1.67,1005.53
15.34,69,9.3,4.7,1003.27
19.88,27,10.44,1.22,1012.3
24.77,58,15.28,4.37,1020.6
37.56,82,5.55,10.93,995.86
21.38,97,9.03,9.74,1016.71
26.57,26,8.77,4.17,1014.5
24.89,27,7.0,2.44,1001.13
33.32,56,24.17,3.38,1013.84
42.69,73,8.07,1.66,1007.6
21.28,83,8.73,2.89,992.35
21.57,91,14.86,7.08,1027.37
32.31,60,7.69,1.82,1021.89
29.77,65,15.65,8.18,999.61
37.93,45,9.67,0.07,1006.0
29.09,98,15.93,16.68,1029.24
22.48,51,11.02,19.24,1014.28
29.13,66,10.27,2.96,1006.03
32.76,67,6.17,25.93,1023.94
30.74,29,13.96,1.59,994.41
28.55,95,10.63,3.6,994.66
32.47,46,14.11,0.26,1014.17
33.19,32,14.39,0.68,1034.28
34.68,29,10.51,5.98,1014.16
29.54,76,8.94,31.87,1013.35
23.83,33,9.54,1.52,1017.16
26.03,96,11.61,1.07,1016.76
33.45,39,8.72,3.19,1001.84
19.28,43,11.13,5.21,1041.02
27.58,35,13.17,2.31,1018.53
22.25,88,14.53,2.41,1020.96
25.2,78,11.91,18.43,1003.82
33.95,65,2.75,3.27,1013.34
26.34,41,12.23,5.73,1021.02
25.33,58,17.02,4.09,1020.04
15.48,64,3.62,1.38,1005.26
30.22,37,0.0,3.69,996.01
29.52,28,11.84,4.16,1010.45
40.14,37,1.83,0.23,983.57
22.85,83,9.57,4.27,1002.42
26.53,42,0.69,0.22,1004.07
26.75,31,12.04,2.79,1017.67
36.04,94,12.54,1.81,1008.51
24.33,20,8.04,6.5,1021.62
26.95,84,6.62,0.68,1017.41
29.26,24,4.37,1.07,1007.55
26.31,46,7.44,0.97,995.43
21.87,90,3.09,4.38,1025.71
26.36,75,10.05,12.71,1012.56
32.52,80,0.0,8.44,1009.81
17.81,38,10.12,0.08,1026.4
25.93,57,8.15,1.25,1002.29
20.1,23,21.82,2.32,1016.13
33.37,60,6.75,1.43,996.11
14.34,24,14.88,4.56,1014.19
21.09,58,14.75,28.48,1021.26
27.64,60,6.25,0.06,1016.49
35.96,38,12.3,0.68,1002.48
24.54,87,6.69,15.66,995.53
21.11,88,11.07,2.58,1012.67
38.17,37,18.02,0.45,1026.63
14.86,60,12.21,2.97,1002.74
9.61,72,4.34,11.44,1020.03
28.08,47,13.29,8.22,1011.0
21.49,36,5.75,1.28,1017.84
17.85,35,7.1,0.54,1017.08
29.96,100,16.5,13.94,1018.67
26.71,77,16.48,11.51,997.08
21.05,46,14.54,4.45,1005.66
16.04,46,19.7,9.96,1014.0
31.11,20,13.16,1.49,1018.02
29.55,64,10.18,19.65,988.69
24.31,46,11.71,7.98,1027.62
37.93,54,12.35,1.97,1013.02
17.51,56,10.96,2.91,1006.13
14.32,67,8.23,4.76,1000.69
20.16,69,15.56,2.7,1027.48
24.68,53,10.86,9.62,1012.91
26.7,84,18.16,2.74,1007.82
23.31,46,6.98,18.17,1004.64
27.46,40,5.58,4.86,996.25
16.24,59,9.32,4.13,1008.67
35.11,88,8.05,1.82,1017.51
24.42,76,5.05,5.55,990.62
32.82,60,14.27,22.1,1036.75
27.4,82,19.05,12.92,1013.21
28.2,64,9.04,3.94,1008.2
28.99,26,9.06,0.1,1012.39
28.13,37,5.01,0.25,1019.09
29.5,51,17.46,5.11,1018.05
34.3,84,12.96,0.01,1008.12
26.38,82,0.0,3.19,993.76
29.96,29,10.36,20.91,1021.78
24.37,28,11.31,2.39,1027.76
35.08,44,5.32,1.21,1021.06
20.27,74,13.22,8.01,1014.71
37.61,35,9.9,4.12,1008.31
24.72,39,10.91,0.59,1002.41
14.98,74,6.66,6.71,1042.18
25.9,45,11.29,3.26,1035.68
20.23,41,17.62,22.42,1028.88
30.88,26,10.92,5.21,1013.96
20.43,87,15.75,1.1,1031.09
21.88,71,1.9,1.04,998.89
11.77,43,10.64,12.99,1014.33
21.83,58,10.84,0.13,1021.71
8.03,49,18.0,10.36,1011.76
13.91,56,12.17,3.22,1020.57
30.32,56,5.0,0.91,1006.67
30.5,28,16.04,11.05,1008.74
27.98,72,9.42,0.28,1014.21
18.23,62,11.62,1.59,1022.48
24.67,88,7.85,3.74,1000.14
24.97,96,9.2,0.44,1013.58
16.89,68,13.75,2.93,994.18
35.52,45,13.08,1.88,1025.38
31.14,53,11.72,0.59,1026.51
23.45,65,4.41,16.73,1026.09
25.19,73,8.77,3.21,1013.18
26.46,57,13.95,7.78,1011.46
10.71,28,9.66,2.68,1015.65
23.27,81,2.2,0.86,1006.82
20.23,77,12.73,0.29,1029.77
17.99,80,15.12,1.41,1002.86
23.03,100,10.59,2.93,1030.98
37.58,41,6.97,6.17,1002.48
29.49,33,15.82,5.2,1031.38
21.0,95,6.06,3.23,1010.94
29.01,100,1.36,12.04,1023.59
34.8,32,15.7,0.48,1028.57
31.47,61,4.82,3.01,1031.81
25.42,45,21.79,4.77,1022.25
20.47,68,10.3,0.44,1025.56
29.89,52,2.84,1.07,1016.24
27.75,42,6.15,0.87,1011.52
31.27,67,9.36,11.02,1002.67
29.45,42,4.6,4.82,1000.06
32.35,46,7.42,0.3,1024.38
21.25,98,9.97,6.38,999.69
34.22,33,13.7,6.15,1015.29
26.38,22,11.1,1.32,1022.33
39.53,47,7.9,1.17,1021.68
20.18,60,11.21,1.28,1019.81
37.15,73,7.69,1.83,1009.32
26.39,79,7.86,3.02,1021.97
20.44,24,11.78,17.87,1025.14
21.61,21,13.17,1.24,1022.23
22.76,58,10.34,4.23,1019.09
27.97,30,11.51,7.25,992.96
28.66,62,4.08,9.21,1010.75
20.98,43,4.26,0.16,1023.12
24.83,36,5.7,3.75,1005.88
40.0,56,12.36,10.39,1008.42
37.09,25,16.03,4.0,1014.07
28.05,35,3.11,4.8,1016.19
25.27,51,10.65,0.36,1008.64
25.84,89,11.56,0.51,1015.74
29.29,94,3.2,7.86,1001.03
17.84,91,8.74,17.37,1011.47
23.2,91,0.02,2.64,1017.69
13.32,78,14.13,0.98,1016.99
27.79,83,12.22,2.26,1007.33
29.53,90,5.14,4.29,1026.15
21.62,56,9.76,2.24,1012.67
36.02,48,10.41,3.47,1016.86
16.42,70,17.26,0.04,1019.91
14.75,79,9.47,1.65,1014.82
26.57,98,11.17,2.41,1004.07
32.33,58,8.21,3.04,1023.88
36.79,59,14.15,10.43,1023.42
21.79,83,15.24,2.07,1008.03
32.55,86,9.38,12.23,1002.1
24.73,82,16.59,12.34,1003.39
23.79,72,10.57,13.26,1001.45
31.19,62,2.42,3.08,1011.09
29.57,70,9.9,12.7,1003.0
13.97,78,1.81,26.38,1012.79
35.34,38,5.08,1.41,1008.69
34.66,34,8.58,11.55,1002.52
20.62,54,9.37,4.28,1013.36
27.77,93,6.77,7.42,1005.83
28.46,97,8.35,6.81,1010.19
26.82,88,0.0,5.26,1025.79
21.15,38,15.45,0.23,1007.65
20.3,83,3.83,1.82,1021.98
24.82,95,11.91,17.15,1041.4
33.21,82,14.12,4.4,1018.16
28.81,57,10.83,12.0,1013.97
22.41,72,13.12,5.46,1021.92
30.4,74,8.84,1.61,1016.25
5.06,81,8.38,0.9,1007.08
33.04,38,8.25,6.62,1030.29
12.82,27,15.64,3.98,1008.61
22.46,50,5.66,8.22,994.38
17.16,21,7.03,1.92,1015.33
15.94,28,15.24,6.81,1000.96
33.13,21,10.16,4.0,1007.4
21.73,45,22.85,9.3,1001.86
27.43,32,11.9,16.68,1000.49
24.67,75,15.33,1.89,997.72
28.34,72,10.4,4.77,1009.96
25.54,46,11.94,2.6,1019.53
16.02,91,10.92,0.6,1013.06
31.97,57,14.72,9.73,1005.19
21.54,62,12.22,0.95,1015.93
14.1,64,7.96,0.18,1000.31
22.0,61,16.74,17.29,1022.42
35.51,64,11.26,6.37,1009.43
30.95,20,19.11,4.69,988.68
22.56,76,5.87,13.14,1013.74
22.56,54,11.53,2.34,997.3
22.75,75,10.18,2.52,1014.67
39.54,33,10.48,1.74,1007.39
27.67,26,19.94,8.48,1003.95
28.01,85,0.43,0.79,1009.13
32.21,90,6.36,4.11,1021.11
26.67,26,8.77,13.07,1019.79
23.19,24,3.31,11.62,999.04
23.63,70,6.61,1.82,1000.84
24.5,83,13.33,0.48,1025.36
24.74,70,13.99,1.61,1019.54
30.09,66,3.48,6.98,1010.63
25.36,59,17.79,1.64,1021.16
30.13,91,17.75,6.1,1019.43
24.43,50,12.75,3.12,1004.42
25.55,77,9.86,0.27,997.24
11.01,44,15.81,1.83,1016.5
31.41,52,18.15,1.92,1012.02
27.43,57,10.37,0.13,997.99
31.99,50,9.26,4.59,1010.4
4.73,26,10.79,7.41,1013.06
39.62,77,15.47,8.71,1006.71
24.02,49,20.17,2.55,1013.23
32.76,37,10.95,9.28,994.43
17.72,31,7.99,6.87,1032.85
29.29,76,13.58,5.83,998.87
17.63,75,10.74,5.36,1010.24
20.63,23,12.71,7.14,1012.1
38.4,44,16.67,2.27,1029.45
23.67,44,17.14,3.3,997.71
26.52,81,11.0,9.54,1025.34
31.09,97,15.94,2.21,1003.45
28.47,20,3.45,6.78,1026.31
26.05,98,8.27,2.63,1010.61
27.55,55,14.05,4.22,1011.8
41.82,97,4.24,4.0,1005.6
24.6,58,9.09,2.39,1016.16
26.41,29,5.89,7.51,1016.69
32.35,30,15.86,2.33,1012.54
32.74,72,16.61,1.02,1030.15
33.31,35,7.81,0.2,1022.39
29.47,74,12.39,1.22,1016.45
17.0,21,8.66,2.66,1006.07
36.43,23,16.0,7.43,1020.78
16.98,56,11.11,6.4,1024.3
27.12,39,5.94,3.53,1014.62
19.72,37,2.55,2.79,1014.38
24.55,92,3.7,11.41,1009.52
27.3,81,19.67,23.46,1003.48
27.25,57,19.12,5.77,1016.06
27.95,71,9.93,0.3,1035.67
36.3,37,8.86,3.0,1013.98
28.17,49,17.78,1.05,1006.52
23.29,67,15.01,0.34,1012.84
31.75,62,9.77,3.57,1021.85
33.33,49,8.5,1.49,1009.42
16.41,100,15.71,3.54,1000.29
29.18,97,10.07,1.1,1026.04
29.91,47,9.63,13.6,1007.48
22.92,44,9.42,0.3,1000.61
34.63,79,15.43,0.4,1018.94
23.95,95,9.75,2.1,1021.77
25.88,98,11.17,2.98,1004.54
23.79,89,2.82,2.07,1006.51
25.11,82,15.37,3.39,1019.39
17.33,59,12.65,5.07,1048.11
14.92,71,15.6,5.05,992.46
36.16,21,12.8,2.72,1014.05
19.07,64,9.93,4.11,1014.38
18.06,89,17.52,2.56,999.7
9.93,25,7.54,0.09,1006.15
20.53,85,9.6,1.62,1011.88
15.74,81,16.57,0.93,1019.65
36.49,93,17.72,0.19,998.09
32.07,71,10.78,0.66,1023.53
20.18,58,11.12,0.21,1019.96
40.77,25,16.76,10.4,1016.31
31.87,93,3.51,4.05,1013.96
22.73,34,4.93,1.19,1000.22
7.5,53,5.57,4.55,1016.32
41.04,95,10.48,5.15,1019.47
15.27,79,12.74,8.17,1017.61
13.48,49,8.51,2.08,1002.46
32.16,32,9.47,1.37,1018.26
42.08,47,14.88,3.53,1008.29
34.69,100,6.21,2.56,1017.05
28.95,89,11.36,1.44,1020.17
29.16,85,17.16,2.59,1019.42
30.97,97,6.12,4.99,1020.06
30.31,43,9.65,13.11,1008.86
26.97,84,7.22,0.53,1016.58
25.73,26,0.29,7.64,1008.62
24.56,29,15.96,4.97,1012.02
19.72,75,8.28,2.35,1002.05
23.04,99,4.82,4.12,1017.98
13.15,38,7.86,0.42,1018.41
24.31,45,10.08,12.08,1017.87
18.08,67,11.14,3.41,1010.89
17.27,76,9.4,2.14,1020.68
26.26,66,14.0,1.72,1008.4
34.74,57,15.2,7.88,1027.41
31.43,80,13.81,1.25,1024.57
14.01,76,16.96,0.3,1000.89
18.07,53,4.13,2.84,1019.63
31.59,99,4.66,0.23,1011.93
18.12,76,9.25,3.74,1017.26
23.43,27,18.15,17.97,1012.44
28.85,92,6.15,11.12,1010.81
18.22,45,12.15,1.69,1018.72
25.74,92,15.64,1.07,1017.17
15.66,28,10.85,0.08,1030.27
20.79,24,8.53,7.95,1012.33
27.24,76,14.43,1.94,1008.76
13.85,97,7.08,1.76,1006.57
28.08,37,17.78,12.16,1005.92
24.86,64,13.14,0.66,1017.02
28.87,42,8.91,5.75,1000.74
26.57,34,6.58,5.39,998.11
34.55,95,15.41,2.77,1002.26
25.88,36,8.46,4.01,1014.72
21.99,42,7.79,4.82,1014.25
25.86,78,10.98,2.45,1015.14
28.8,80,2.29,4.88,1011.69
25.34,77,14.17,4.61,1024.16
25.28,45,7.03,1.24,989.17
20.09,68,0.0,14.88,1007.43
20.36,67,13.28,5.45,1007.75
15.18,99,18.19,0.48,1019.88
37.25,31,13.2,8.32,1024.69
16.29,51,8.74,1.57,1013.72
20.15,78,11.87,0.08,1005.7
19.97,41,9.59,8.3,1010.76
31.26,71,15.84,7.67,1023.61
22.94,41,7.1,6.16,1014.91
33.73,59,13.63,2.95,1015.13
20.29,81,11.39,0.17,1009.86
26.95,75,2.79,0.83,993.1
19.15,39,6.96,2.47,1000.26
40.02,63,11.78,2.29,1012.11
16.69,32,14.76,10.01,1024.09
27.17,88,18.57,12.43,1005.99
29.44,95,13.98,1.55,1001.38
27.9,49,17.35,2.38,1002.66
23.7,84,15.4,0.03,1011.68
24.09,75,5.49,1.67,1020.44
25.31,34,14.56,7.96,1023.57
23.97,24,19.2,3.13,1020.73
31.75,99,7.53,1.22,1027.28
40.47,25,7.87,3.17,1025.2
21.1,80,1.44,2.02,1017.28
15.41,93,10.19,2.71,1005.53
24.38,35,0.0,15.37,1014.64
43.06,88,15.15,1.58,1018.48
19.37,73,7.47,5.62,1020.66
36.47,84,7.75,8.73,1008.43
36.74,88,10.07,3.59,1023.12
21.12,31,8.08,14.67,1014.98
28.98,57,11.66,3.6,1000.73
36.4,39,9.24,7.19,1008.26
22.35,91,11.66,2.2,1005.71
23.57,27,15.32,25.55,993.05
20.93,90,18.27,1.02,1013.07
17.9,63,4.92,0.58,1008.02
20.46,70,14.65,3.53,1002.82
16.43,44,7.62,0.82,1026.49
25.24,98,8.88,3.76,1015.46
19.61,79,14.95,6.18,1021.14
26.64,74,7.58,7.17,1028.64
14.11,84,7.6,14.61,1027.2
27.32,83,19.82,6.22,1016.83
30.83,42,12.44,9.07,1027.54
11.04,48,13.15,3.94,1013.85
27.62,65,8.47,14.04,1033.65
33.59,96,11.48,4.67,1005.36
16.53,23,12.23,0.35,1015.67
36.71,93,9.26,4.83,1020.28
27.93,58,11.97,0.1,1015.86
20.06,39,6.12,8.22,1024.97
24.61,57,8.21,2.0,1022.5
28.91,96,17.36,1.09,1000.23
25.53,53,15.16,7.36,1010.67
28.77,94,5.17,10.15,1002.19
18.56,46,9.79,3.65,1012.39
26.19,26,10.8,19.82,1004.53
15.1,34,16.25,10.06,1027.7
24.22,81,6.01,2.07,1010.58
18.67,74,18.88,0.76,1013.2
19.85,94,15.51,3.29,1026.35
33.65,21,1.88,1.77,1000.52
32.64,30,2.95,2.24,1017.91
29.26,65,8.24,21.27,1013.87
17.35,74,6.4,7.43,999.48
22.79,44,8.5,7.0,1009.46
33.49,75,4.8,0.69,1015.24
25.99,98,11.08,2.93,1003.35
41.24,85,10.6,6.31,1002.95
27.75,41,8.03,2.84,1020.71
26.34,93,7.63,19.07,1005.86
22.84,89,15.95,5.74,1026.92
25.93,51,4.99,8.84,1016.3
23.93,78,11.35,0.53,1016.28
29.96,96,4.28,3.47,999.0
31.7,51,0.0,4.61,1037.55
19.5,21,11.55,0.08,1025.05
15.68,32,15.95,1.86,1002.05
12.15,90,10.47,0.06,998.38
28.56,78,8.05,4.08,1022.73
17.28,51,15.2,4.29,1031.6
9.93,48,9.32,2.45,1021.64
27.72,58,12.82,6.25,1012.92
42.45,72,12.82,3.55,1017.91
24.96,61,13.47,2.69,1014.93
30.87,94,20.87,6.67,1002.68
25.57,95,6.69,0.73,1013.79
24.31,71,7.77,0.28,1019.44
31.43,46,2.44,4.68,1003.85
22.97,49,4.24,0.0,1006.27
26.87,20,10.51,11.38,1007.36
27.25,79,9.03,4.97,1021.07
20.32,27,15.37,3.55,1001.11
31.94,23,6.23,2.89,1030.28
23.78,80,7.49,0.89,1009.99
19.71,76,3.0,6.29,1001.18
28.76,95,10.59,0.46,997.0
18.71,100,8.87,17.65,1016.34
25.2,56,13.27,3.16,1006.9
24.94,37,4.32,0.19,1011.65
32.6,67,5.57,11.68,1021.53
28.32,31,0.0,5.9,1007.57
24.82,60,8.43,4.69,1010.83
30.72,54,13.68,12.19,995.98
34.73,96,9.85,2.73,1027.79
28.9,53,6.29,5.48,998.47
25.07,96,12.63,0.38,1031.99
15.82,67,16.59,14.54,1019.6
17.54,86,13.87,4.01,1014.18
22.86,78,10.26,1.28,1007.83
20.73,80,4.45,1.32,1010.46
23.69,57,16.33,2.25,1003.72
25.4,78,8.13,24.99,1028.34
28.71,75,15.79,3.12,1023.04
24.51,24,6.8,10.06,1016.05
28.41,42,12.82,6.76,1019.76
25.45,90,7.07,2.76,1024.1
11.17,50,9.42,3.22,1005.82
18.42,29,14.08,8.78,1003.8
23.99,66,3.93,0.72,1020.33
16.53,44,2.09,2.66,997.92
29.2,69,5.99,1.41,1013.46
35.72,25,7.09,8.9,1002.51
33.53,57,10.81,0.78,1022.65
23.51,56,19.39,7.66,1028.25
35.44,73,11.26,3.48,1000.6
26.04,54,15.74,0.06,1013.44
22.64,56,9.71,2.42,991.9
20.71,21,11.08,6.59,1028.15
22.88,98,16.73,3.82,1031.93
22.28,63,13.13,11.16,1011.4
26.19,84,10.62,4.24,1011.9
26.12,29,12.61,8.52,1028.78
25.02,88,6.15,4.32,1014.09
28.06,80,12.04,4.76,1022.94
33.33,21,8.03,4.37,1022.2
31.65,50,11.58,1.84,1020.25
14.61,51,5.3,2.56,1027.43
7.12,40,6.99,6.37,995.35
31.54,28,13.33,1.54,1014.08
15.43,57,11.71,0.08,1014.99
23.43,35,11.04,13.89,1019.21
16.81,75,7.93,22.33,1012.47
12.39,34,16.1,5.89,1009.85
28.79,43,12.83,5.91,1005.86
30.31,71,15.59,0.5,1016.77
20.96,57,9.65,3.12,1020.03
6.86,99,8.46,2.96,1018.92
21.18,62,8.15,3.67,1008.58
27.74,45,7.08,3.3,1014.61
14.65,77,5.46,5.26,992.83
26.28,64,16.96,1.16,1022.08
24.89,54,16.42,6.65,1020.88
29.06,64,3.49,0.28,1002.58
25.84,45,0.0,1.78,1000.37
18.19,86,19.16,13.07,1006.04
33.38,45,5.56,4.34,1001.78
23.89,26,5.86,16.44,1013.52
24.81,42,11.88,6.57,1008.12
18.47,74,3.05,7.69,1029.82
21.9,38,10.15,0.27,1009.78
18.81,32,10.51,4.72,1014.19
23.79,84,15.83,8.36,1021.22
36.98,25,11.24,0.61,1019.58
15.4,91,12.52,2.55,1025.8
13.71,99,11.47,2.9,1012.51
35.3,42,8.73,10.47,1008.25
23.53,81,14.63,8.59,1003.5
20.32,25,6.21,2.09,1025.0
32.28,90,11.13,1.4,1015.02
20.76,90,19.62,5.44,1023.94
37.78,80,9.94,1.08,1006.38
29.75,28,9.43,5.96,1048.53
21.58,60,14.7,0.25,1005.63
40.1,96,12.46,0.37,1016.98
20.76,47,12.84,1.51,987.38
30.19,23,15.29,1.67,1024.75
27.1,91,4.02,9.4,1009.98
34.11,52,7.58,1.23,1020.41
35.93,34,13.94,2.18,1014.33
25.22,76,8.5,0.19,1012.29
19.73,26,6.74,3.22,1015.19
28.22,89,22.63,7.86,993.11
20.26,69,8.0,13.3,1026.43
39.09,99,7.67,1.3,996.1
25.96,83,2.75,0.37,1015.41
22.44,85,12.51,1.84,1026.25
26.29,70,15.47,4.78,1020.14
15.57,38,6.25,8.14,1007.29
18.2,71,3.92,12.09,1015.3
33.4,88,8.76,7.8,1012.12
20.4,78,9.38,3.76,1011.55
17.67,77,7.68,0.92,1007.4
28.76,39,10.98,1.57,999.63
33.3,42,14.44,9.43,1017.28
30.03,98,5.33,17.48,1019.12
31.97,28,5.79,0.22,1019.81
19.7,26,5.56,0.89,1016.95
15.05,22,14.97,2.92,1007.2
35.51,37,5.73,1.04,996.44
22.74,77,7.0,2.6,995.49
23.24,99,5.3,10.95,1011.59
34.3,100,6.8,0.77,997.34
28.89,68,8.69,1.23,1011.16
28.19,46,12.3,0.34,1016.32
40.16,93,0.0,1.65,1019.94
20.5,81,3.93,1.08,1011.1
31.49,39,21.06,0.84,1025.37
25.4,66,10.5,4.61,1009.38
26.88,40,14.88,5.36,1027.62
35.7,98,7.24,9.65,1027.22
28.55,30,6.28,0.27,1017.67
28.77,29,5.82,0.54,1005.56
32.51,33,19.73,1.46,1014.65
22.45,76,9.27,5.05,995.98
19.13,67,13.61,14.92,1005.58
17.69,92,12.84,14.5,1012.42
11.24,49,11.51,2.2,1017.42
39.39,34,10.59,0.91,1017.47
17.28,100,3.67,2.06,1015.92
23.45,73,3.54,2.19,1001.5
23.06,52,10.8,9.53,1021.34
27.15,35,2.8,1.51,1017.58
30.71,70,5.2,2.99,1015.91
31.02,85,8.02,10.19,1020.34
20.92,76,12.84,1.92,1008.43
23.83,23,16.91,0.88,1015.14
26.98,24,17.65,3.16,1015.56
23.26,57,9.09,6.16,1019.87
36.25,27,3.69,0.92,1005.73
28.44,77,13.85,0.49,1015.52
30.14,43,2.54,0.87,991.28
29.64,50,8.31,1.5,1026.07
33.21,40,10.03,0.65,994.89
26.27,97,6.71,4.86,1006.78
15.92,90,2.1,7.49,1011.1
27.8,86,11.3,1.59,1022.67
20.44,45,11.51,2.43,1009.7
21.3,47,10.97,2.29,1029.37
29.1,32,14.18,3.84,1019.68
33.67,78,5.19,8.68,1030.11
25.15,72,2.28,5.26,998.65
27.16,84,5.36,5.6,1014.29
36.92,57,5.61,1.78,1023.19
26.69,28,15.0,14.48,998.83
43.21,84,14.61,1.58,1036.56
28.96,91,3.03,14.22,1012.45
12.67,41,1.39,0.5,997.79
30.27,45,15.18,8.51,1024.69
27.67,82,21.42,3.66,1013.89
34.03,100,4.12,3.83,1021.82
29.71,80,9.09,13.31,1003.41
24.03,76,9.62,0.27,998.29
16.43,40,6.13,0.79,1014.36
23.54,52,5.63,11.22,1019.98
19.05,31,8.17,0.69,1012.06
20.94,78,9.17,1.35,1010.56
29.12,65,13.0,0.4,1011.05
36.69,25,4.9,6.94,1003.43
27.76,39,15.24,5.77,1045.71
16.63,52,5.68,3.02,1024.57
28.11,48,14.51,4.1,1016.3
33.38,72,5.14,4.55,1000.91
20.73,78,16.45,0.24,1006.78
24.06,73,6.63,1.11,1012.68
25.1,72,7.99,5.81,1021.93
