Age,Income,Credit_Score,Loan_Amount,Approved
58,191493,467,774671,0
31,116963,527,652447,0
60,120318,418,95647,0
56,91480,325,135006,0
49,83633,618,913146,0
43,151906,317,483901,0
64,81803,627,270486,0
55,126995,616,982219,0
61,21259,461,714886,0
27,22395,822,746122,0
42,61810,408,893425,0
49,34347,614,49017,0
61,183188,820,885305,1
63,151546,651,621032,1
46,178523,807,286952,1
39,108521,396,990942,0
28,169165,849,834924,1
24,77746,544,830189,0
47,143580,657,814716,1
25,37751,563,599504,0
62,35326,352,806426,0
59,194218,616,302267,0
22,124472,747,536846,1
56,27677,564,492305,0
32,116819,773,993990,1
61,114889,502,233194,0
63,104809,348,56131,0
45,159167,357,994568,0
29,97356,841,170246,1
60,12037,590,452965,0
62,188589,743,325299,1
25,195443,735,750661,1
23,118773,559,746723,0
51,21895,454,873142,0
42,35701,694,527637,1
48,40788,830,124993,1
44,14392,449,917800,0
60,21668,623,296482,0
48,70276,361,21969,0
34,197855,396,539540,0
45,73003,809,104158,1
34,14499,333,528542,0
37,82191,425,484565,0
65,151174,355,178966,0
59,170680,401,468573,0
49,111910,683,607441,1
65,160169,744,347168,1
47,86589,617,274532,0
26,27359,361,360249,0
40,68698,459,512772,0
61,101898,357,539548,0
30,146916,446,38998,0
46,30023,593,992739,0
28,178392,837,744195,1
37,15628,657,489643,0
37,67412,592,917111,0
46,155092,734,196755,1
55,157292,791,82118,1
39,75253,693,709421,1
37,28553,578,444776,0
64,84118,658,689664,1
60,163774,704,831910,1
40,75843,812,684814,1
38,47095,784,993888,1
50,38242,503,715380,0
24,122475,611,472975,0
21,12152,719,671756,0
60,84979,847,905538,1
32,129353,586,185084,0
52,30070,782,390936,1
28,100551,448,123823,0
32,102568,779,730600,1
42,53528,826,19687,1
49,44633,831,387456,1
65,135942,520,442660,0
28,172986,439,652277,0
21,136283,612,53393,0
58,171311,525,58098,0
21,81907,399,83589,0
39,14323,848,980853,0
42,153024,504,790443,0
40,130135,766,864737,1
61,23377,392,618468,0
43,175830,525,357500,0
64,39439,304,591110,0
53,36197,719,27685,1
24,58003,311,774461,0
29,53959,469,79847,0
51,102708,470,904252,0
33,163626,773,621630,1
56,93805,683,518599,1
43,15284,339,75045,0
25,177772,541,285319,0
41,170218,570,14896,0
47,138049,720,267016,1
57,88352,751,707795,1
46,113041,636,580420,0
21,189901,422,584273,0
41,119724,584,222233,0
33,130318,379,791325,0
55,84722,787,798031,1
23,68138,614,827114,0
52,89258,478,693764,0
47,39592,600,431061,0
25,95734,766,214995,1
55,111461,686,456766,1
60,150596,652,167410,1
31,97612,814,658408,1
43,82327,670,831166,1
44,133322,533,37060,0
41,61278,568,926696,0
40,191349,791,288187,1
21,44846,520,980218,0
33,181606,402,571383,0
26,128284,552,203755,0
42,41154,357,343233,0
60,145906,757,600559,1
29,144890,622,235360,0
35,26064,337,628223,0
22,13708,558,200578,0
51,36606,350,383475,0
47,187749,442,408399,0
33,84101,308,362906,0
27,195225,806,161167,1
35,21347,702,362094,0
60,119031,743,64588,1
60,53811,479,911275,0
44,124805,716,788431,1
30,101475,560,150449,0
60,101588,589,639160,0
56,131771,838,775564,1
32,88785,489,353969,0
23,22884,688,853501,0
22,94226,662,719879,1
30,80247,357,848216,0
27,151108,554,323857,0
48,86770,380,28644,0
54,102525,555,786802,0
42,59586,701,867051,1
33,149277,742,587973,1
44,34360,496,592159,0
50,193805,348,264996,0
52,12155,350,742305,0
23,97505,400,736841,0
33,177556,353,851861,0
41,159596,504,41133,0
24,14649,654,143698,0
64,40390,453,526141,0
54,183114,574,205826,0
30,151652,305,600271,0
24,185716,830,303707,1
49,163201,444,267338,0
26,92408,498,536610,0
21,180731,369,611631,0
28,71317,651,664608,1
62,142338,300,408585,0
40,99532,652,225234,1
62,140521,824,382552,1
42,48079,432,765024,0
47,119843,581,425229,0
35,12631,782,907305,0
52,51279,746,739929,1
42,167194,408,834479,0
27,28379,649,657269,0
46,155944,450,340630,0
32,171564,783,42999,1
65,98951,548,142263,0
23,93804,750,499088,1
31,134366,748,911946,1
29,30322,304,370605,0
60,159793,550,210919,0
65,132551,570,175656,0
41,24989,664,290617,0
38,133297,316,518705,0
34,38090,323,35201,0
45,171655,659,983921,1
26,26106,492,202780,0
57,138490,800,305374,1
61,175331,789,808749,1
60,111302,441,874439,0
22,190060,347,395426,0
54,172348,669,398044,1
51,119066,460,254120,0
28,82364,368,784268,0
46,56465,520,831245,0
26,36346,472,591842,0
40,163752,701,812720,1
24,33043,418,886867,0
52,87719,582,364624,0
65,113359,541,282393,0
64,132301,360,727723,0
56,82847,774,161081,1
51,72856,434,889918,0
46,74825,694,929845,1
50,177466,308,448950,0
64,129012,588,293434,0
61,196091,479,25635,0
59,128858,349,380950,0
48,21007,485,51910,0
40,162825,413,922936,0
22,150644,681,855016,1
35,192231,839,410413,1
47,77921,672,235233,1
39,169037,517,181742,0
34,198082,333,844562,0
26,99378,716,495502,1
25,175717,483,598829,0
52,129474,378,616359,0
42,99834,828,784661,1
37,45919,312,488902,0
40,83084,700,466234,1
51,116289,324,762387,0
34,154211,554,750841,0
33,43292,844,91574,1
21,78439,360,489200,0
49,48256,534,721428,0
46,106625,658,835943,1
47,62285,563,779420,0
36,139330,366,217211,0
21,82730,654,754671,1
61,110858,360,100319,0
55,37852,607,732229,0
48,99780,568,665600,0
34,50632,811,591218,1
21,160534,650,124544,0
32,190848,637,186575,0
28,48610,840,142648,1
48,153783,428,14801,0
53,12994,755,223551,0
50,83510,304,978992,0
23,144431,633,593573,0
51,16948,574,18737,0
50,123506,745,222515,1
27,74159,484,390958,0
39,45282,364,646599,0
64,47727,846,350984,1
44,51702,715,347397,1
44,31872,377,55294,0
65,106084,764,314329,1
26,108690,755,849963,1
31,42723,349,647040,0
22,37777,594,36410,0
36,44877,357,50311,0
27,11453,827,554793,0
51,70723,749,886120,1
54,83792,595,287865,0
24,131016,374,730623,0
41,181446,599,295994,0
41,171015,530,690129,0
59,73877,457,156319,0
63,108787,419,164253,0
54,42756,696,582984,1
63,44972,387,576558,0
47,158289,378,568590,0
50,161895,690,767946,1
62,82069,323,230461,0
33,73986,404,327193,0
41,163274,584,210310,0
49,156624,445,947486,0
38,166626,357,424673,0
32,99836,661,92729,1
24,152161,597,142614,0
58,199778,644,336757,0
54,181502,426,25486,0
22,87529,795,809621,1
55,118731,621,363833,0
40,157496,572,39939,0
54,181582,579,263092,0
39,56656,599,466893,0
26,72081,630,52866,0
65,18723,478,437128,0
35,174784,664,953845,1
58,188099,715,464872,1
48,41612,617,745309,0
21,120329,324,182642,0
28,29901,828,694080,0
42,87333,635,626479,0
62,69258,337,677813,0
49,143312,692,186517,1
49,141182,706,183374,1
58,19290,705,621278,0
29,144503,319,865775,0
41,161709,524,597060,0
23,53297,349,940187,0
38,101452,540,883577,0
28,195661,647,125976,0
50,61803,552,643748,0
22,125496,668,738781,1
62,190583,749,57332,1
65,123396,370,881983,0
56,142155,447,50879,0
54,117255,475,10640,0
56,95623,625,465987,0
49,11908,553,899995,0
27,167614,548,268596,0
30,165518,693,611917,1
65,31003,634,914396,0
55,173317,308,131061,0
35,142265,367,635958,0
58,184211,604,392470,0
42,139917,555,403252,0
47,168211,427,612577,0
62,162500,415,8721,0
25,144937,545,359965,0
46,188621,594,803453,0
29,83021,428,18504,0
47,150893,551,763453,0
63,142587,339,608106,0
43,16679,580,808428,0
33,112501,595,663190,0
29,50951,581,299335,0
23,123886,754,985689,1
34,92451,305,403531,0
30,49138,445,73074,0
56,100599,631,636786,0
26,183402,557,942568,0
55,160577,634,304071,0
54,183973,547,277958,0
53,136275,683,398551,1
62,170214,609,292739,0
45,111648,811,863436,1
21,193691,513,262553,0
43,155218,638,682006,0
36,128749,448,293181,0
27,48522,471,714000,0
65,51563,819,911156,1
42,104839,567,250277,0
23,104254,700,150934,1
37,43970,502,685987,0
55,150117,379,59618,0
22,102987,516,725825,0
41,105558,530,395648,0
64,66452,372,427531,0
47,187863,817,235091,1
24,133943,741,553011,1
60,39700,323,73609,0
32,141094,719,292125,1
24,88861,801,841020,1
44,44384,799,639871,1
34,140071,348,345202,0
58,112968,750,360370,1
24,102890,611,85241,0
63,69682,520,204607,0
48,34896,662,339403,1
39,54835,508,106144,0
43,93703,748,973799,1
58,104856,527,570926,0
64,129337,523,303837,0
48,105643,657,907218,1
27,138154,650,989233,0
41,66825,753,893614,1
53,82680,623,855846,0
59,160794,337,489653,0
43,66932,742,388481,1
58,85860,735,423998,1
64,86913,489,115977,0
22,192637,682,832840,1
31,108079,576,267022,0
21,181304,578,322777,0
24,61386,385,153461,0
46,109973,610,448611,0
41,79189,422,402671,0
36,32471,350,490470,0
63,140367,314,496121,0
57,26842,783,285456,0
56,148746,412,248336,0
53,125589,628,699043,0
51,103051,654,572333,1
48,143930,518,358116,0
22,131547,821,18264,1
55,129860,745,105728,1
32,15511,684,168348,0
56,81543,424,29596,0
64,86499,693,144394,1
63,166339,791,658197,1
48,58478,648,950160,0
65,96071,334,597861,0
42,52664,684,981030,1
60,151548,483,811170,0
48,153373,506,193197,0
58,23001,551,652958,0
58,166790,813,629240,1
47,121386,457,576897,0
56,154926,529,854028,0
34,16240,535,244049,0
56,49356,313,290958,0
22,49330,770,447951,1
31,28201,455,900248,0
29,15715,716,953335,0
37,152717,317,569740,0
24,81761,748,308541,1
24,124382,465,890557,0
57,141854,448,207235,0
58,23710,321,269794,0
30,114731,690,807692,1
43,84622,573,770944,0
27,153009,403,739893,0
50,30931,812,647355,1
21,165243,494,797137,0
26,115509,467,321212,0
54,81111,780,691548,1
42,155597,773,661106,1
26,125845,728,924741,1
40,14188,575,838805,0
34,32298,434,804218,0
58,101418,751,268050,1
43,95276,654,69329,1
21,149012,396,654910,0
37,105310,615,338138,0
35,108345,434,436954,0
62,85915,347,185151,0
50,157920,716,332219,1
29,46692,447,311532,0
45,81022,587,834024,0
49,108200,607,311809,0
55,181613,714,496450,1
51,186631,407,455732,0
45,128238,521,544140,0
27,140019,512,328084,0
41,108644,720,603193,1
56,165686,701,693427,1
23,22724,586,970873,0
50,121467,378,527297,0
62,188404,330,19268,0
28,32957,832,742489,1
42,70892,715,900274,1
44,130534,365,116963,0
34,24212,398,589825,0
44,192311,847,747880,1
63,91766,649,797905,0
37,121503,313,644637,0
29,156813,319,976349,0
37,66677,694,357207,1
24,118123,758,244016,1
64,144932,820,810767,1
24,62129,376,259773,0
29,100444,376,41163,0
40,98181,372,94199,0
49,136286,634,590043,0
42,146979,699,731495,1
21,159818,547,638595,0
39,190443,480,982248,0
49,71175,401,484359,0
62,180894,750,393304,1
63,182463,326,292487,0
49,140427,302,240362,0
36,75500,381,250358,0
33,87895,446,357967,0
62,51331,324,76295,0
41,32712,763,296073,1
65,115845,821,80737,1
35,112000,677,846104,1
62,90887,810,367367,1
25,49207,364,724870,0
61,57946,606,549033,0
45,24552,472,265583,0
50,63131,427,629215,0
64,92965,558,294102,0
55,123153,532,624411,0
41,170113,434,357561,0
48,96860,609,688487,0
48,142572,361,115523,0
57,70847,313,13237,0
53,109178,604,491729,0
44,37552,566,776835,0
35,107518,835,788499,1
27,75097,369,70705,0
42,113718,368,146365,0
59,24635,721,13960,0
29,152712,323,478890,0
42,38934,363,241998,0
43,128904,783,343704,1
36,145282,677,287779,1
35,127392,461,630097,0
23,155815,425,592091,0
62,195841,528,32898,0
36,182556,364,41693,0
52,36024,827,929364,1
29,178081,730,775335,1
22,184417,494,758626,0
48,178414,536,263048,0
27,150665,346,728787,0
40,117544,489,805956,0
26,46964,342,294997,0
40,185657,659,58353,1
30,42438,460,656652,0
28,30239,814,650032,1
26,88637,787,540168,1
33,103449,716,523135,1
64,185498,407,305575,0
62,40699,642,914822,0
31,78081,561,319351,0
32,179151,361,341269,0
33,39973,696,200286,1
59,195042,840,708969,1
30,188517,521,653570,0
59,47374,691,525108,1
27,178613,326,583942,0
23,144524,454,403781,0
35,191894,696,110357,1
51,152595,609,630601,0
25,27374,524,23509,0
61,108202,683,62227,1
44,44048,807,30852,1
58,137661,700,760977,1
53,136919,800,452877,1
49,60668,378,120541,0
65,86203,770,541317,1
30,24183,700,915031,0
23,21395,443,141479,0
35,47857,476,55131,0
22,117342,381,553967,0
41,163864,498,531207,0
49,19722,816,494481,0
30,169420,370,715348,0
46,168602,690,857108,1
58,105334,578,919826,0
36,97867,485,533516,0
62,52460,788,160432,1
21,126571,692,346706,1
48,87522,707,181146,1
46,127121,323,371315,0
30,30881,653,559813,1
32,59518,563,790893,0
50,42875,757,178110,1
37,100735,703,802772,1
21,106037,795,513773,1
47,119385,419,13997,0
60,36078,814,537331,1
30,45798,773,516619,1
21,186176,748,695675,1
42,199723,565,95934,0
51,82667,832,323705,1
55,41544,482,970998,0
27,189984,442,436579,0
49,158014,366,529083,0
38,88656,624,251020,0
55,76014,784,938149,1
25,10607,667,505668,0
32,157250,836,480995,1
57,37126,617,165650,0
22,136060,734,164892,1
38,139700,488,279907,0
55,90430,411,685054,0
45,49490,414,133255,0
51,182700,512,967988,0
47,96861,628,840108,0
25,135527,709,202840,1
63,64572,303,787912,0
51,95431,465,572508,0
39,122232,686,859593,1
62,142934,463,710833,0
63,147180,724,703495,1
30,97036,555,171128,0
54,178073,565,89655,0
52,133180,517,532431,0
45,126273,464,402838,0
46,17851,498,79336,0
21,23626,807,943234,0
52,167071,568,945108,0
30,87246,576,452885,0
32,109867,770,338195,1
41,77127,748,901118,1
45,128987,352,198741,0
53,85418,633,388622,0
22,134359,843,783255,1
34,48991,302,643225,0
62,191591,381,222658,0
48,22280,785,748425,0
50,147016,624,540292,0
52,140789,459,148821,0
51,170583,452,142362,0
25,103797,422,212921,0
50,190247,586,687592,0
63,69710,346,936619,0
58,178529,420,302706,0
54,167697,498,749919,0
23,155473,428,342060,0
63,199935,720,165328,1
52,105040,583,101282,0
34,58545,637,338190,0
41,75222,777,163743,1
29,184631,743,435571,1
62,51050,490,745471,0
45,195702,826,540909,1
58,76470,839,536056,1
41,130032,443,233115,0
63,81982,401,778989,0
30,165603,585,362362,0
45,111976,535,541118,0
53,18054,754,481381,0
23,185557,566,406276,0
57,101910,437,473793,0
35,50411,796,823245,1
40,14319,321,903944,0
61,42239,655,519516,1
46,105292,809,502098,1
60,26773,698,219339,0
54,181675,703,499448,1
41,76705,802,687920,1
39,11600,448,815388,0
22,16714,748,815840,0
21,56130,671,716277,1
57,175203,558,287677,0
35,184578,672,69924,1
43,53113,406,477817,0
62,72162,436,551924,0
24,63153,621,40293,0
50,197794,327,858473,0
64,30838,431,841898,0
35,102832,645,89770,0
64,117277,367,558635,0
49,55607,363,762977,0
51,186893,698,760720,1
59,40424,646,442547,0
52,135984,618,639033,0
34,17066,357,961262,0
37,136483,448,84478,0
38,77728,684,349886,1
33,67199,624,655792,0
61,54854,430,226477,0
54,94174,576,920755,0
25,48760,762,32171,1
57,42879,514,402404,0
64,27754,849,358497,0
44,105159,395,920841,0
40,57332,650,885073,0
44,109989,752,198813,1
57,61221,308,444650,0
49,23310,394,173718,0
42,98176,814,682953,1
55,72461,345,336712,0
33,16408,380,320119,0
55,45003,597,564033,0
23,103276,321,793460,0
49,100163,730,433564,1
59,79542,450,453451,0
64,73181,438,885093,0
41,135738,774,684984,1
65,118652,438,189286,0
28,138367,309,775559,0
47,174416,440,214345,0
36,187419,686,887880,1
24,164082,731,192109,1
26,116228,413,389434,0
55,155521,842,138899,1
58,103879,322,257915,0
57,148707,376,231348,0
53,135723,675,826655,1
54,168417,475,221770,0
32,156985,374,816278,0
40,97734,389,751641,0
36,144128,551,439830,0
22,84979,442,886445,0
58,134524,602,722160,0
27,111011,356,298912,0
26,12463,360,310758,0
40,169824,840,978342,1
39,46338,637,891925,0
23,76423,414,551271,0
50,45410,747,248358,1
58,143024,519,482060,0
62,160227,541,444111,0
58,59430,823,204479,1
65,59654,726,796130,1
61,166589,465,427250,0
32,42530,634,356736,0
62,197141,634,263965,0
29,131696,663,501740,1
50,145093,541,673622,0
37,145669,461,733497,0
58,75441,541,943897,0
46,71361,456,210359,0
65,101178,783,716867,1
52,11520,417,664131,0
45,48038,607,520211,0
41,43193,455,345838,0
38,192158,643,535973,0
62,164939,428,973217,0
25,108319,644,527204,0
61,138019,414,383830,0
37,177616,452,524228,0
38,44116,594,966709,0
35,14111,790,758831,0
48,28902,306,163296,0
40,136926,347,719438,0
51,29989,813,129458,0
27,84484,527,526730,0
27,76555,415,986485,0
46,44131,573,143236,0
32,24465,618,69061,0
25,197941,713,149275,1
38,122970,849,880585,1
38,91730,756,56268,1
28,100737,510,819013,0
29,64426,506,434382,0
54,108357,380,847951,0
41,147859,479,800598,0
54,59599,807,550583,1
56,99249,670,119996,1
34,30131,728,562305,1
62,78544,634,742380,0
59,165515,582,848587,0
42,74995,736,623615,1
62,100027,831,546426,1
44,72903,371,521176,0
52,197690,388,503918,0
26,70455,640,844258,0
37,111343,418,495260,0
61,93362,556,395775,0
24,88868,450,652715,0
24,179757,691,189064,1
31,177242,407,670710,0
54,33451,460,504170,0
23,38031,636,749651,0
64,194756,374,707886,0
26,157536,772,239148,1
30,130898,551,829785,0
41,181303,783,447704,1
59,103549,549,773538,0
47,81379,637,817318,0
50,52702,850,997436,1
29,56143,648,749116,0
46,151090,369,439788,0
64,132794,784,392745,1
47,192995,421,293251,0
27,21727,840,138075,0
41,42958,355,368418,0
23,22019,768,967246,0
28,109615,667,925328,1
58,168730,318,696783,0
21,73682,628,798483,0
65,186219,645,450631,0
51,34614,435,676194,0
22,161275,707,726337,1
48,124163,443,555012,0
39,152303,552,920387,0
53,97153,793,420559,1
25,196086,653,553164,1
49,132462,661,145528,1
63,14751,796,539220,0
45,49206,768,606124,1
43,52554,799,642449,1
21,162795,386,468885,0
44,90581,774,202740,1
45,38967,380,978299,0
30,151258,484,83811,0
22,111169,757,801007,1
35,166121,814,693701,1
39,43717,401,897983,0
65,79016,701,256958,1
58,130248,302,558153,0
31,23921,502,944111,0
53,48233,592,411531,0
27,83349,831,726463,1
57,20853,323,649932,0
35,104068,381,66201,0
27,159140,736,888711,1
58,160596,306,68894,0
35,139987,628,454180,0
31,163292,395,621362,0
52,67772,303,342654,0
48,11733,653,134031,0
39,97407,331,668477,0
64,48111,734,408758,1
26,175042,318,730538,0
46,46670,803,45544,1
59,76922,440,663533,0
40,116847,546,550461,0
59,104993,514,973330,0
23,73162,521,933384,0
22,179469,594,635332,0
30,45390,429,280974,0
23,100372,546,880061,0
34,193136,638,249753,0
62,41255,445,158541,0
27,27221,650,318253,0
62,121022,398,552632,0
31,169858,523,241124,0
37,165401,775,644908,1
55,42848,507,255829,0
38,136725,330,515011,0
33,88128,829,512696,1
50,191227,352,711172,0
29,172211,339,412709,0
52,89172,512,222568,0
53,66709,635,235420,0
35,195504,598,703511,0
28,87819,493,478151,0
63,170435,470,642295,0
59,186217,696,850680,1
41,51314,798,67355,1
48,63635,624,176459,0
28,125144,511,760116,0
41,135196,430,541697,0
42,135474,712,148682,1
47,97375,378,570823,0
21,122549,549,817823,0
29,146046,445,29717,0
52,168645,458,402836,0
36,95359,668,320220,1
36,92004,610,700590,0
34,93730,380,327775,0
58,187286,730,135803,1
21,126577,367,865727,0
37,193474,653,91764,1
43,187932,517,747728,0
53,22741,551,16488,0
42,123605,767,535422,1
25,25318,392,347340,0
24,68750,765,962561,1
33,23687,542,806693,0
23,118917,487,547723,0
36,158153,791,326747,1
43,71503,395,134080,0
64,42426,460,948107,0
59,144329,534,384444,0
55,81666,610,657146,0
21,163496,312,954037,0
41,118765,445,424130,0
38,157866,432,123868,0
28,50946,751,273878,1
36,106887,351,218037,0
48,13988,760,13163,0
26,125507,650,958341,0
42,173488,624,571659,0
24,84499,399,582678,0
60,127743,628,554563,0
50,14600,324,281986,0
57,50804,497,355458,0
62,43276,719,252596,1
40,12854,754,829742,0
24,72151,364,944349,0
39,192498,406,760703,0
53,109980,633,5838,0
32,24384,427,751195,0
25,198892,592,37902,0
44,182129,782,858118,1
51,63306,417,295857,0
65,65625,746,110599,1
47,97576,637,396127,0
38,74255,321,59661,0
32,44242,465,313708,0
45,134160,582,6841,0
