StudyHours,SleepHours,Attendance(%),Age,ExamScore
1.4,6.63,96,19,53.41
0.24,7.12,85,16,48.44
1.54,8.92,75,18,54.64
2.93,6.31,91,21,67.18
6.59,9.52,63,22,83.46
1.96,5.05,98,15,65.61
3.45,5.68,70,16,60.69
2.97,6.86,100,16,69.79
5.38,5.25,100,15,61.66
8.05,5.02,74,23,76.02
1.94,7.11,84,15,54.09
2.02,5.01,89,18,57.04
5.09,5.56,83,18,68.52
4.36,6.88,62,18,64.39
6.69,9.55,68,19,71.16
4.17,6.71,92,22,67.23
2.28,7.2,100,19,61.53
4.18,5.28,51,22,46.15
5.22,5.43,96,20,79.17
4.64,4.0,62,17,63.14
4.01,5.52,64,23,58.31
5.13,8.15,96,19,77.38
5.34,6.14,84,22,73.47
5.76,7.23,87,16,78.91
4.3,7.33,85,15,67.42
2.67,8.1,84,17,62.74
3.29,9.49,81,15,76.18
5.41,7.91,88,19,78.85
1.37,6.64,69,23,50.57
3.74,8.2,83,18,71.27
2.21,7.46,96,23,72.31
3.06,4.0,80,15,57.99
5.56,5.2,98,23,81.66
3.38,6.66,64,16,60.72
3.09,6.12,98,15,70.0
0.28,6.82,57,21,27.26
4.49,4.0,87,20,64.64
4.29,8.26,51,17,57.42
7.33,6.92,92,17,81.27
2.38,8.82,62,16,57.29
3.44,7.04,71,16,58.04
3.5,7.3,56,16,50.32
6.15,5.45,62,15,66.44
2.81,5.19,84,20,55.12
3.56,7.2,86,17,54.08
4.22,7.0,65,17,53.23
3.37,4.54,54,15,51.18
2.11,8.41,60,18,48.18
3.39,7.07,52,24,50.06
5.15,6.24,72,23,73.03
0.95,5.7,77,22,53.55
3.27,8.13,66,17,58.14
1.6,5.96,78,23,52.86
5.39,7.35,59,22,58.28
0.0,6.75,96,21,46.09
1.88,6.2,74,21,52.55
3.75,5.05,96,15,65.62
6.13,8.95,92,24,81.19
2.87,5.49,82,21,59.06
1.89,5.71,87,22,62.17
6.76,9.01,76,16,79.81
0.1,6.85,68,16,42.1
0.0,7.48,54,19,38.47
3.88,9.27,63,22,75.03
2.0,9.23,71,22,63.89
0.96,6.18,74,18,42.9
4.42,8.73,67,18,66.23
3.49,4.59,94,23,59.31
1.87,4.36,84,17,55.12
0.44,7.07,95,22,63.81
4.74,6.87,59,21,58.18
4.3,7.97,91,23,63.9
2.8,7.81,57,23,55.09
6.69,8.04,92,24,81.75
0.86,9.4,100,21,61.94
0.0,9.94,84,20,55.64
1.62,8.32,59,19,50.14
2.91,6.97,70,24,56.69
3.49,6.69,95,17,68.83
2.52,6.98,71,19,56.26
3.7,6.14,97,15,70.6
0.5,8.39,70,22,46.31
5.89,8.56,84,16,85.61
2.84,6.05,53,17,40.89
5.23,6.75,73,16,69.31
3.69,4.35,85,20,52.23
3.91,6.86,93,16,68.55
4.14,7.06,59,22,53.8
3.9,5.34,83,17,63.75
4.29,6.21,69,16,59.61
5.66,5.27,73,17,84.7
3.39,4.64,64,15,54.37
4.42,9.22,75,18,69.79
2.82,4.64,82,18,59.71
5.88,7.17,87,16,83.48
1.65,8.46,73,20,56.2
6.6,9.13,86,16,88.26
2.92,5.41,59,24,60.99
0.14,8.92,68,22,43.06
3.26,7.24,95,20,58.29
1.64,7.86,93,21,52.23
4.68,9.64,81,20,83.61
1.69,7.92,72,23,58.77
2.11,5.61,64,16,42.75
0.0,4.0,86,21,50.18
2.1,7.96,60,22,43.11
0.0,7.61,86,15,40.86
0.0,5.81,77,22,39.35
4.52,7.28,98,19,77.86
4.57,4.97,73,23,69.85
3.85,7.54,75,21,64.37
1.07,4.99,91,23,48.85
2.9,8.81,67,20,50.71
2.99,10.0,56,24,63.08
0.68,7.43,93,17,61.76
6.01,7.58,77,17,77.28
4.75,7.88,73,23,70.3
2.56,7.42,88,21,61.9
3.05,5.36,88,24,66.18
3.42,9.12,63,24,56.43
0.0,7.68,63,17,43.83
2.51,7.84,67,22,48.36
1.64,8.51,61,23,42.47
1.0,8.45,57,16,47.31
2.44,8.85,71,15,61.59
6.6,7.68,66,16,73.92
4.28,5.71,85,22,73.86
1.86,7.63,63,19,42.24
4.15,6.96,65,18,54.56
5.8,5.69,85,23,76.46
4.85,9.18,78,23,73.56
3.12,6.77,86,22,62.65
1.71,7.34,75,24,48.89
4.4,5.91,62,19,60.28
3.79,6.92,99,22,75.94
4.79,8.4,59,20,63.17
4.27,10.0,57,23,66.18
5.1,4.81,99,15,77.7
1.93,7.03,53,23,47.74
5.63,4.0,94,15,83.07
3.4,6.36,61,16,61.98
7.15,7.18,55,16,70.65
1.62,7.24,53,15,46.11
6.47,9.46,81,19,78.2
3.4,6.66,92,15,71.22
1.7,9.34,89,24,57.44
2.03,7.37,60,24,46.23
2.36,6.23,51,16,40.47
3.85,7.29,87,24,58.23
4.05,7.19,56,20,49.78
1.85,7.3,77,22,57.21
2.95,5.95,83,21,63.67
7.28,5.94,90,20,93.77
6.46,8.7,80,18,80.18
3.87,8.58,100,16,67.67
3.08,5.76,69,17,51.11
3.24,6.8,89,18,68.42
4.23,7.57,62,19,67.37
0.95,8.22,79,19,42.63
2.49,7.28,95,15,52.01
0.0,8.73,73,21,47.94
3.8,6.88,64,19,70.61
4.29,9.32,97,18,76.48
2.03,10.0,57,16,50.2
6.15,7.11,59,23,71.57
0.55,7.56,97,21,57.91
0.07,5.59,65,15,31.4
3.45,6.74,65,22,59.67
5.09,7.27,67,15,62.4
6.37,8.05,90,21,90.35
2.08,6.69,89,22,55.51
5.16,8.12,82,24,75.54
2.92,6.44,68,20,54.3
2.65,8.51,95,17,76.1
4.77,7.62,91,24,78.89
4.3,7.55,51,17,55.14
0.0,6.31,75,20,44.39
5.95,6.87,85,23,73.51
5.76,6.44,55,16,62.85
1.75,8.3,67,22,56.81
3.79,4.97,96,23,62.92
3.99,5.94,98,21,73.54
3.52,8.81,69,24,67.94
1.9,7.28,59,17,45.99
1.66,8.83,52,23,47.73
2.95,8.24,86,20,66.1
5.35,8.4,79,24,73.1
4.09,7.63,89,20,68.61
2.26,6.01,91,17,65.57
4.54,7.11,65,21,61.42
0.0,5.13,82,23,38.29
5.3,6.75,80,17,74.06
0.0,6.18,77,23,44.05
2.28,4.21,98,20,63.24
0.76,7.64,57,19,34.42
0.41,7.49,58,23,43.16
5.32,8.89,52,16,53.59
2.06,5.16,88,19,61.49
3.69,8.62,90,20,79.83
2.91,4.0,85,21,45.11
3.95,6.78,72,20,70.22
3.15,9.96,94,19,73.32
0.43,6.96,77,23,45.89
4.99,5.9,84,17,68.17
2.01,6.87,89,20,52.84
0.0,8.27,51,23,37.99
2.14,6.58,100,23,59.39
6.0,7.59,69,24,72.66
4.7,7.57,83,17,73.8
2.3,7.82,90,16,67.73
2.3,8.55,73,16,58.2
2.36,9.97,79,24,60.87
7.15,7.13,79,21,81.52
3.76,7.48,77,17,60.97
3.86,5.22,98,17,63.46
5.06,8.42,64,19,76.2
3.48,9.04,90,16,73.22
2.48,8.03,69,22,56.8
2.61,4.92,82,24,60.58
2.86,6.39,51,23,52.63
2.93,7.08,50,23,51.08
4.46,5.71,92,19,75.24
3.1,10.0,88,22,73.4
4.47,7.61,66,19,62.12
2.84,8.4,60,19,59.43
3.16,8.42,73,15,48.62
0.0,7.17,65,18,45.62
4.83,5.2,84,20,64.89
3.69,8.18,89,19,72.75
5.0,10.0,95,21,76.85
0.0,6.43,55,16,42.85
7.18,6.15,77,23,72.73
2.72,8.26,95,18,60.34
5.22,8.39,97,24,77.44
0.92,8.72,51,24,46.51
4.23,6.79,71,24,62.48
0.89,6.78,95,17,62.82
1.75,4.0,88,20,52.03
6.83,7.08,67,20,80.08
2.62,6.15,56,15,49.69
3.43,4.0,94,20,62.81
4.74,9.84,74,21,67.05
3.99,7.36,91,24,71.36
3.3,4.32,56,23,37.91
3.73,7.56,55,22,56.64
7.81,9.79,97,21,98.55
2.88,8.81,81,20,52.88
3.4,8.45,92,21,86.2
5.1,5.15,66,17,58.22
5.21,6.18,67,19,54.26
5.37,5.7,73,15,65.66
4.28,7.03,73,21,57.68
0.71,8.16,60,23,42.79
6.27,7.66,74,21,88.9
0.71,5.64,98,15,53.59
3.61,6.72,88,19,65.22
1.49,8.57,79,18,51.83
2.87,7.77,69,23,62.84
3.66,7.6,51,16,55.19
3.64,5.68,74,23,62.94
3.84,7.24,67,15,58.16
6.23,5.3,91,15,88.69
3.91,5.76,58,19,53.29
2.51,4.78,100,18,67.71
4.93,9.59,54,24,71.33
5.38,9.65,66,15,83.53
0.54,5.49,80,16,50.41
4.19,5.84,94,18,65.54
4.4,6.52,67,15,58.39
2.4,8.83,62,24,57.93
5.75,7.91,77,18,72.41
2.7,9.07,73,22,56.75
3.25,9.53,98,21,73.75
2.65,7.73,83,17,63.64
3.03,7.45,50,20,47.24
0.81,9.04,53,22,37.75
0.12,8.62,66,23,42.49
6.19,8.61,71,15,77.46
1.31,7.71,66,20,48.73
1.02,8.56,51,17,40.12
0.0,6.55,99,17,48.81
1.72,6.15,80,20,48.8
0.35,6.49,83,17,49.48
6.28,10.0,87,18,84.68
5.02,5.43,99,16,78.39
1.62,8.41,56,16,41.59
7.5,9.97,51,23,77.62
4.96,7.6,77,24,75.94
2.35,6.52,85,18,56.45
0.0,7.83,89,24,47.07
7.58,6.26,64,20,73.7
0.22,5.64,77,19,43.46
0.0,9.02,83,17,60.14
5.05,8.92,96,18,80.86
7.88,6.52,56,19,78.36
5.77,6.27,69,15,67.46
4.13,7.32,54,22,64.46
4.19,6.86,59,15,59.89
4.71,5.77,60,23,62.86
4.52,4.71,57,24,53.6
3.56,4.81,79,21,65.62
3.21,5.2,58,23,60.87
2.87,5.44,82,24,61.29
1.49,7.32,55,22,42.04
2.44,5.79,56,22,51.16
0.0,5.83,64,17,42.17
2.8,5.12,99,19,59.85
1.02,5.15,97,17,58.92
0.79,5.11,91,23,54.65
3.36,6.88,84,17,69.92
5.78,8.56,76,15,78.2
4.84,9.25,68,18,72.8
0.0,7.08,56,17,26.47
1.02,8.59,53,24,44.5
4.88,5.83,84,19,64.87
1.04,7.85,94,19,58.55
2.55,5.69,79,18,54.68
4.1,7.65,100,16,85.08
1.06,5.77,70,18,39.24
3.21,5.89,100,15,61.87
0.33,6.92,70,21,34.7
1.8,9.43,67,21,53.51
3.64,8.28,60,21,56.11
0.0,5.91,57,19,39.28
3.88,5.42,71,19,59.67
2.96,5.77,75,23,47.47
4.1,7.97,51,22,56.92
3.45,7.33,52,18,44.61
5.73,7.98,79,20,71.52
3.25,6.23,91,16,57.86
2.14,7.5,95,20,61.91
3.24,7.41,67,24,61.09
4.09,8.9,75,18,72.81
3.1,9.37,55,21,63.4
3.08,8.36,70,23,62.75
1.6,8.9,78,16,54.68
1.67,6.97,87,24,64.56
0.19,5.95,62,17,36.86
6.5,6.95,88,20,86.08
0.51,6.8,63,16,47.89
1.61,6.7,77,24,49.51
1.56,6.98,70,21,54.74
4.79,6.74,85,16,75.27
2.41,6.31,74,24,56.52
5.5,6.8,81,24,84.09
1.65,8.2,96,18,62.08
3.56,5.7,66,18,50.25
1.33,9.02,99,23,64.4
7.29,8.62,99,15,92.9
0.62,7.13,87,21,54.91
3.62,4.0,97,24,58.91
4.27,4.0,84,24,68.91
3.83,7.17,96,24,69.0
2.63,8.02,93,15,66.38
2.74,9.66,89,22,62.67
3.09,6.39,54,15,55.18
2.71,6.23,99,24,62.9
4.93,5.17,80,19,64.19
7.42,7.9,81,23,88.26
1.89,7.01,99,24,59.08
0.26,6.28,60,23,38.52
2.82,7.03,63,21,48.85
8.16,6.86,63,15,76.94
1.39,8.45,70,23,51.52
6.28,6.36,76,20,71.61
6.36,7.0,66,19,72.45
1.89,8.27,66,23,53.21
4.14,6.6,89,24,65.17
6.26,5.89,68,15,70.86
2.24,5.08,68,24,45.63
2.59,5.44,54,24,48.18
1.84,6.04,87,24,58.77
0.97,8.44,82,15,63.06
1.7,5.89,50,19,41.86
0.55,6.68,98,19,55.32
3.07,5.46,69,18,45.84
1.46,7.08,61,19,56.92
3.47,7.43,97,16,75.21
0.0,7.53,63,19,39.83
3.66,9.63,64,19,62.41
4.67,6.98,79,21,66.91
0.0,7.44,89,15,55.41
3.75,6.15,94,17,71.85
5.46,10.0,58,23,62.35
0.58,8.27,98,19,55.53
6.35,8.33,69,21,75.34
3.84,8.63,64,24,62.36
1.59,8.12,77,22,53.58
2.89,8.71,95,22,82.33
4.12,6.72,58,20,56.26
3.15,10.0,65,24,61.53
4.08,4.68,61,19,48.8
1.16,6.59,88,19,63.03
3.34,9.6,66,17,55.78
0.17,6.74,66,16,49.66
2.78,7.99,98,20,75.0
1.19,6.29,57,16,29.88
1.53,7.67,85,16,56.37
5.47,6.46,62,21,64.22
5.18,8.75,62,16,60.25
4.22,7.44,100,17,80.44
0.82,4.37,75,18,42.75
2.37,5.78,93,18,54.59
5.43,5.54,60,18,66.32
3.28,9.11,79,22,63.17
7.64,5.14,81,19,73.99
3.79,6.6,88,21,66.2
3.38,10.0,51,23,53.3
2.38,8.87,71,20,57.17
3.27,5.72,60,15,45.37
2.7,5.67,54,15,44.98
4.42,5.53,52,16,54.99
4.91,7.31,74,18,70.99
1.43,6.26,85,22,53.66
0.34,7.35,55,24,46.05
0.0,7.46,93,20,46.35
4.02,7.07,74,15,65.75
0.79,7.22,72,16,51.36
0.0,7.13,79,20,42.2
3.78,5.84,86,16,63.28
7.99,4.83,75,20,76.15
2.99,7.08,55,18,46.11
4.68,5.83,75,15,71.1
3.16,8.46,82,20,72.68
2.8,5.12,54,18,42.09
4.84,6.46,97,21,74.21
2.42,7.23,61,19,51.28
3.53,8.89,64,16,63.55
3.64,6.41,92,20,67.52
1.66,7.28,95,20,53.69
4.98,7.93,64,23,61.61
2.65,8.14,50,18,48.58
1.49,7.55,86,19,64.37
4.07,9.71,51,16,53.49
1.2,6.4,53,24,36.53
3.06,9.6,64,19,57.45
2.98,8.03,83,21,66.89
5.17,7.37,89,22,76.44
3.95,7.49,64,20,53.38
2.95,8.41,86,17,66.14
4.64,5.92,51,21,48.5
5.78,7.22,94,24,82.56
4.12,6.64,94,23,75.06
3.02,9.4,66,20,53.46
0.38,6.02,92,23,48.56
0.87,10.0,67,16,53.15
2.39,6.33,60,20,38.61
1.78,4.92,67,15,49.4
2.63,5.69,100,18,67.58
3.11,5.73,67,17,55.69
4.06,9.49,81,19,71.48
2.86,4.98,74,21,51.72
3.97,7.48,58,17,63.59
3.13,9.2,97,15,71.61
0.0,10.0,71,15,48.4
1.12,6.83,97,15,47.32
2.71,7.17,60,22,55.02
0.58,5.25,50,22,33.22
4.2,6.43,93,16,62.75
6.06,10.0,77,18,80.49
5.44,8.31,100,21,89.66
2.57,8.82,100,24,71.94
5.98,7.97,99,22,82.65
3.3,8.6,71,15,58.42
2.33,9.91,97,16,71.14
1.77,6.31,57,21,49.03
2.4,8.11,88,21,62.5
2.22,5.96,56,21,45.81
3.34,4.0,97,19,64.39
3.32,7.4,68,20,57.83
3.01,7.19,55,21,54.0
3.87,6.89,94,21,68.72
5.38,6.04,88,23,85.19
4.9,7.21,77,24,70.15
0.03,7.64,100,24,50.9
0.0,9.94,70,16,49.54
4.87,7.8,53,15,66.29
0.27,7.88,62,19,49.08
2.55,5.88,55,20,42.24
0.66,5.57,98,21,51.09
0.0,5.53,66,20,39.19
4.08,6.56,55,24,64.88
4.52,7.09,93,23,82.54
1.85,7.32,78,15,50.44
0.0,5.77,56,19,30.17
1.91,4.0,92,15,57.69
3.78,6.37,65,16,62.6
0.04,8.41,80,21,48.06
3.37,6.44,61,19,55.49
2.97,6.89,89,19,66.55
4.16,4.61,74,15,62.88
3.24,7.19,66,23,53.45
1.05,7.61,64,15,51.82
5.39,6.15,57,20,65.7
2.68,8.45,98,21,77.3
2.95,8.8,56,17,58.72
1.13,10.0,60,21,53.13
2.11,5.61,95,18,57.33
1.23,7.43,73,23,51.34
2.65,5.22,76,23,49.99
6.42,7.91,93,21,81.77
0.26,7.73,97,17,49.32
0.0,4.11,67,17,30.6
5.94,7.41,90,16,81.63
2.58,6.7,90,16,55.91
1.66,5.22,81,23,39.85
5.08,6.56,69,17,67.96
1.79,10.0,62,17,51.14
6.65,7.86,72,18,75.05
4.36,5.76,90,15,70.07
2.02,6.5,94,21,73.24
7.31,4.1,84,21,78.16
1.79,5.38,81,19,54.28
4.48,9.53,99,17,85.62
3.6,8.38,78,24,71.76
5.6,7.68,51,23,66.9
6.12,7.59,89,20,91.05
3.06,9.13,91,19,76.02
1.49,7.48,82,20,56.8
3.92,6.58,85,18,62.94
1.64,6.86,68,17,46.27
7.03,6.61,68,19,80.39
3.27,6.59,88,16,64.97
2.27,9.54,87,17,65.26
3.37,5.41,52,20,40.96
0.31,6.24,92,19,46.3
1.06,4.26,64,19,40.78
5.4,8.52,60,21,75.7
1.69,7.51,64,16,51.25
0.91,9.61,54,21,50.94
4.07,6.04,86,22,73.57
5.37,5.81,88,21,74.72
4.44,5.25,61,17,59.23
4.99,7.68,70,16,66.32
1.49,6.47,89,22,58.75
0.16,7.45,82,22,46.7
6.0,6.36,100,24,71.25
2.35,9.16,78,20,63.77
2.5,8.9,66,18,65.11
5.66,7.13,94,24,81.06
4.11,8.58,56,20,55.16
3.91,6.8,51,24,59.38
7.33,6.93,62,24,79.69
1.71,4.0,62,21,41.16
4.86,7.76,82,18,69.48
3.11,7.03,76,17,66.42
3.54,8.32,51,22,56.79
6.06,8.07,61,19,76.53
4.02,5.88,61,23,58.69
4.08,6.71,86,23,65.4
5.15,6.28,92,21,77.57
2.27,8.57,51,24,51.54
1.32,9.36,76,15,54.26
0.91,8.2,82,23,53.56
0.0,9.98,77,16,52.49
7.11,7.79,95,24,100.0
0.79,5.54,51,20,37.67
2.56,4.92,91,19,54.16
2.45,5.62,76,24,59.46
3.61,6.32,57,23,50.3
4.63,5.98,79,19,63.91
4.72,7.08,92,16,70.65
1.83,6.73,53,18,40.35
2.67,7.11,65,16,52.11
3.57,10.0,52,17,56.84
2.5,8.31,76,15,64.76
6.21,7.4,72,18,75.6
3.98,8.59,97,19,80.32
4.47,5.79,88,17,65.02
4.33,5.73,52,19,56.6
5.35,8.37,92,16,87.56
3.36,7.0,94,20,68.53
0.41,7.18,56,22,35.16
3.8,5.29,100,19,74.12
1.7,6.29,87,17,57.86
1.94,6.39,67,21,55.39
4.17,6.28,72,23,63.6
5.48,10.0,98,15,86.51
3.04,10.0,94,24,77.79
3.62,8.71,86,15,63.47
6.4,7.14,51,18,68.51
3.48,6.12,65,15,51.1
8.2,5.45,58,22,72.01
4.13,7.51,60,23,61.58
0.0,8.91,95,21,57.07
4.51,8.17,80,22,65.32
3.76,7.15,60,18,55.37
5.58,8.0,57,20,69.59
4.35,6.97,51,18,54.83
2.72,6.58,85,15,56.81
0.55,5.48,59,18,30.4
2.58,6.51,53,18,49.48
1.3,7.46,76,19,66.77
1.84,6.37,62,15,40.59
4.18,5.29,53,23,51.16
6.34,7.17,79,22,83.14
3.79,7.46,67,16,62.5
0.61,6.45,92,16,53.33
3.89,6.97,64,22,55.86
5.39,4.0,67,16,60.52
1.78,8.11,78,24,49.46
2.73,7.43,72,24,57.47
3.03,9.12,87,18,69.24
1.43,6.68,85,17,56.51
4.3,8.1,98,15,79.34
2.76,8.77,51,18,46.39
3.84,7.04,68,20,63.21
1.23,7.52,62,23,41.26
2.13,7.21,73,19,50.76
4.44,4.6,69,24,46.94
2.25,7.58,61,16,43.12
6.45,5.59,71,24,72.05
2.2,5.71,85,17,48.51
3.45,7.79,84,22,62.8
4.87,8.94,85,24,67.45
0.16,8.17,52,17,42.57
0.0,7.87,53,19,23.73
0.0,7.51,79,21,45.64
5.53,8.3,92,17,78.56
1.9,9.53,83,17,58.12
8.12,6.13,61,21,75.31
1.87,6.18,85,24,48.7
3.37,8.1,88,15,61.86
6.08,4.44,50,21,56.65
7.01,6.85,65,22,70.9
7.12,7.39,55,16,76.1
5.42,6.19,62,23,58.76
5.05,4.12,85,24,68.88
4.19,9.08,71,21,69.53
4.56,6.1,81,23,63.13
1.9,6.17,61,18,46.97
1.36,8.99,83,15,62.84
2.99,4.0,97,20,57.32
2.66,9.27,77,18,64.48
2.09,10.0,58,19,61.08
4.39,5.67,96,22,71.78
4.91,6.27,78,21,71.26
3.18,7.73,74,22,56.08
5.96,7.38,74,19,71.49
0.72,8.48,86,18,59.92
2.61,7.75,98,23,67.16
1.57,8.25,69,15,56.4
0.0,10.0,52,19,46.49
2.83,4.61,57,18,52.32
2.76,9.01,56,21,52.97
6.03,9.22,90,17,89.82
4.26,5.35,63,24,61.38
0.95,5.8,56,16,40.96
6.71,7.75,100,22,82.14
5.44,5.13,100,19,85.88
4.16,6.08,58,18,58.59
2.55,7.36,84,22,70.56
1.08,5.97,86,17,52.86
2.26,6.66,88,19,55.2
5.18,5.7,93,15,78.48
6.77,5.59,64,22,69.93
6.09,7.71,61,15,65.39
2.02,6.85,61,23,44.2
0.76,7.19,76,22,56.99
3.28,8.06,53,15,51.43
0.0,7.28,53,22,36.83
3.65,6.5,87,24,65.86
2.7,5.68,76,23,64.82
2.07,7.67,67,22,53.75
0.0,9.99,58,15,43.34
4.03,8.32,100,21,70.31
1.93,4.74,77,15,42.63
0.66,4.0,74,24,37.89
0.0,5.9,90,16,46.14
2.94,4.69,68,23,56.48
6.54,5.07,63,20,63.59
6.32,4.0,64,18,59.1
2.09,7.35,54,16,51.85
1.8,5.26,89,21,49.09
3.94,5.25,65,20,55.41
1.0,6.0,72,22,47.72
3.6,6.04,95,22,70.5
4.53,6.61,86,18,71.52
5.45,4.9,82,21,71.5
2.8,8.48,100,21,66.86
2.59,7.42,54,24,41.96
1.24,7.62,56,19,43.3
1.35,6.34,58,23,44.71
2.55,8.61,79,15,52.7
3.73,7.73,54,21,57.17
4.83,7.29,93,15,68.0
1.39,8.5,53,17,34.37
5.99,4.49,52,16,57.56
2.46,7.29,74,19,47.64
2.96,6.0,98,23,57.12
1.51,5.91,86,22,53.78
0.0,8.2,58,20,38.34
4.77,9.06,92,24,79.58
4.47,8.91,73,23,77.16
2.44,7.01,98,15,63.06
3.13,6.51,99,16,58.45
4.03,8.86,51,22,46.49
0.0,5.53,57,19,31.32
1.94,9.55,79,23,65.39
4.59,6.42,78,18,62.03
0.49,6.93,73,24,37.61
3.59,6.2,51,17,59.01
0.29,7.05,93,20,55.85
3.93,5.63,100,24,66.04
2.93,6.44,59,23,51.21
0.0,7.23,84,20,47.57
5.33,6.84,96,22,71.54
1.53,4.0,98,20,59.2
1.38,10.0,64,16,46.95
3.4,9.37,51,21,49.04
5.3,5.25,78,21,66.17
0.97,6.07,65,23,47.87
3.12,6.74,92,22,57.08
3.86,8.0,68,21,64.33
4.39,7.71,83,15,75.12
3.35,5.35,76,18,53.68
2.27,10.0,68,23,68.25
1.34,6.41,56,20,44.43
3.17,9.71,83,15,74.1
0.86,6.09,93,21,57.51
0.0,8.59,74,21,46.21
3.87,7.56,65,18,67.95
4.81,5.72,84,21,73.29
0.0,7.88,96,22,52.42
0.98,7.27,75,19,44.63
4.24,8.38,78,16,72.44
7.11,5.84,97,23,90.91
3.04,6.87,51,18,53.46
1.54,8.21,77,24,62.72
2.63,4.26,78,15,54.63
5.75,5.27,78,24,70.63
1.71,7.06,71,19,49.67
1.4,7.27,97,16,65.08
2.03,6.86,64,23,53.86
1.09,8.2,93,22,58.55
3.25,6.85,90,24,82.67
6.25,8.53,67,23,71.69
3.65,7.49,88,23,77.47
2.5,5.32,92,17,55.26
2.42,7.24,50,16,47.38
0.0,6.88,70,18,42.79
4.77,5.99,51,23,50.15
2.84,4.72,98,17,53.13
2.64,5.23,63,24,48.03
9.39,5.73,92,19,90.44
3.6,8.59,70,16,68.15
1.5,6.51,51,19,40.49
2.15,8.83,56,22,44.11
5.3,5.47,93,24,76.4
3.23,5.94,59,23,51.59
0.12,6.16,95,22,48.94
4.84,6.56,58,24,57.19
1.66,7.36,82,16,45.34
6.75,7.94,67,17,78.85
5.16,8.88,98,24,86.97
2.11,4.0,93,18,43.47
5.56,10.0,54,20,70.04
3.14,5.41,60,18,41.96
4.71,7.15,75,15,77.1
3.97,8.44,58,23,60.76
1.31,7.96,96,16,68.29
1.71,8.68,60,24,44.41
5.06,8.53,65,18,64.17
2.33,7.63,56,20,54.38
2.19,8.13,73,22,56.46
1.09,5.14,92,21,53.48
3.85,5.93,92,16,70.24
7.13,5.54,65,16,64.35
0.86,4.0,75,16,37.82
3.05,5.59,67,15,60.2
5.82,5.45,66,16,64.96
2.84,5.6,50,20,43.17
3.9,8.0,52,16,57.15
0.88,5.85,91,19,54.26
3.86,8.27,97,24,67.35
2.63,4.65,78,20,59.47
4.97,6.02,80,19,68.84
5.37,6.41,82,17,74.67
8.18,8.78,51,18,76.04
4.16,7.09,58,21,57.75
3.65,7.44,56,15,49.67
3.39,5.35,54,22,47.04
2.29,8.28,87,24,70.95
3.68,6.91,55,19,54.17
2.41,4.37,92,21,56.67
3.34,8.05,81,22,57.68
5.64,7.44,70,20,67.55
0.99,6.48,86,19,63.42
5.28,6.48,79,24,66.76
5.63,5.39,57,22,63.86
2.76,8.74,72,20,63.46
0.0,8.09,69,19,40.43
1.78,5.41,87,24,51.68
5.59,7.08,59,17,69.51
2.95,5.94,75,15,56.89
1.0,5.09,97,20,51.0
1.99,9.33,61,16,54.84
4.68,6.47,61,15,58.81
4.09,5.74,93,16,74.13
2.52,5.21,70,16,45.17
2.27,6.64,65,24,45.07
2.22,4.0,74,17,51.78
1.16,6.77,82,19,48.99
6.23,8.82,72,24,85.29
2.36,8.39,95,21,62.35
5.43,7.72,65,21,60.88
6.04,10.0,75,24,78.33
5.0,7.38,63,18,65.78
2.14,5.63,52,16,40.3
3.81,8.25,73,20,65.84
2.95,7.2,64,16,56.23
1.19,7.06,51,23,37.48
3.65,7.44,92,22,81.43
0.64,6.41,83,18,57.82
5.38,9.8,97,15,88.56
2.07,4.56,64,21,38.14
3.4,8.22,79,24,58.3
3.57,7.2,76,21,60.81
2.48,7.68,51,22,49.07
4.17,6.43,80,15,61.78
2.05,9.27,79,15,66.15
4.74,8.33,98,19,83.92
0.31,5.84,63,21,37.38
3.25,8.68,98,17,71.42
6.88,7.45,96,22,99.12
1.0,6.12,94,19,44.51
1.64,4.46,60,24,52.13
4.03,8.15,55,21,54.31
3.36,5.91,71,16,66.24
3.7,7.79,83,18,67.09
3.98,9.19,63,18,61.48
4.27,5.78,78,24,64.53
5.22,9.02,93,19,81.09
3.82,5.28,74,15,62.45
2.52,9.22,55,21,54.46
4.35,9.73,68,18,65.01
6.8,8.35,74,19,82.27
2.73,7.66,50,24,52.61
1.05,8.34,82,21,56.22
5.21,6.49,100,22,73.93
2.76,5.01,95,24,54.4
0.0,5.89,92,15,45.27
4.69,10.0,65,21,75.8
1.93,5.25,83,17,52.79
2.82,8.44,94,24,72.53
3.66,6.83,61,17,54.66
3.38,6.46,69,17,54.82
4.42,9.53,55,23,70.07
2.13,7.14,88,21,61.43
4.03,8.4,93,20,69.11
2.48,10.0,90,17,73.72
4.48,6.69,60,16,62.76
4.23,7.71,93,24,73.92
1.13,8.06,50,17,33.93
5.17,6.52,71,24,70.68
1.93,7.74,53,22,44.07
4.62,8.69,64,17,68.27
3.73,8.17,98,23,62.1
6.68,7.18,89,24,81.24
2.55,4.0,89,22,53.54
2.3,4.83,64,18,49.59
2.96,9.75,80,16,58.36
2.39,5.57,98,16,56.87
4.6,8.75,93,15,80.04
0.0,5.16,76,24,45.79
0.89,5.55,84,17,49.82
0.86,8.02,92,19,64.9
4.9,9.33,87,20,85.34
6.42,7.98,69,21,80.26
2.79,7.53,50,22,55.6
2.66,4.96,58,15,49.54
3.14,4.0,87,16,46.64
5.32,6.35,83,20,68.66
